,term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
8406,Spring2015,33101,MU 0104,B,3.000,History of Music: 1700-1964,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'CNS 1'}]",['TF 1230pm-0145pm 01/20-04/30 CNS 1'],Alan C.  Murchie,25,25,0
8407,Spring2015,32788,MU 0113,A,3.000,Introduction to Piano and the Elements of Music,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'JGS LAB-A'}]",['MR 1230pm-0145pm 01/20-04/30 JGS LAB-A'],Michael Andrew  Cooney,12,12,0
8408,Spring2015,33327,MU 0120,A,3.000,The History of American Song,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'CNS 1'}]",['TF 0930am-1045am 01/20-04/30 CNS 1'],Laura   Nash,25,26,-1
8409,Spring2015,33915,MU 0132,A,3.000,Critical Issues in American Popular Music: Blues to Hip Hop,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'JGS 25'}]",['MR 0200pm-0315pm 01/20-04/30 JGS 25'],Brian Q.  Torff,25,24,1
8410,Spring2015,33105,MU 0157,A,3.000,Introduction to the Music Industry,"[{'days': 'R', 'times': '0700pm-0930pm', 'dates': '01/20-04/30', 'location': 'CNS 1'}]",['R 0700pm-0930pm 01/20-04/30 CNS 1'],Stuart L.  Rabin,25,21,4
8411,Spring2015,33104,MU 0202,A,3.000,Digital Audio Workstation,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'JGS LAB-A'}]",['TF 1230pm-0145pm 01/20-04/30 JGS LAB-A'],Michael Andrew  Cooney,6,4,2
8412,Spring2015,33978,MU 0215,A,3.000,American Musical Theatre: History and Practice,"[{'days': 'MR', 'times': '1100am-1150am', 'dates': '01/20-04/30', 'location': 'CNS 1'}, {'days': 'W', 'times': '1000am-1050am', 'dates': '01/20-04/30', 'location': 'CNS 1'}]","['MR 1100am-1150am 01/20-04/30 CNS 1', 'W 1000am-1050am 01/20-04/30 CNS 1']",Laura   Nash,18,15,3
8413,Spring2015,33914,MU 0242,A,3.000,Music of the Classical Era,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'CNS 1'}]",['MR 0200pm-0315pm 01/20-04/30 CNS 1'],Michael Anthony  Ciavaglia,25,15,10
8414,Spring2015,31967,MU 0250,A,3.000,Music Theory & Composition II,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'CNS 10'}]",['TF 1100am-1215pm 01/20-04/30 CNS 10'],Laura   Nash,15,12,3
8415,Spring2015,32026,MU 0255,A,1.000,University Symphony Orchestra,"[{'days': 'M', 'times': '0730pm-0900pm', 'dates': '01/20-04/30', 'location': 'GNZ AUDI'}]",['M 0730pm-0900pm 01/20-04/30 GNZ AUDI'],Jonathan G.  Grauer,100,11,89
8416,Spring2015,31924,MU 0256,A,1.000,Jazz Ensemble,"[{'days': 'T', 'times': '0500pm-0630pm', 'dates': '01/20-04/30', 'location': 'JGS 25'}]",['T 0500pm-0630pm 01/20-04/30 JGS 25'],Brian Q.  Torff,25,11,14
8417,Spring2015,32016,MU 0300,A,3.000,Independent Study,[],[],Laura   Nash,0,0,0
8418,Spring2015,31988,MU 0301,A,3.000,Independent Study Music Theory,[],[],Laura   Nash,0,3,-3
8419,Spring2015,32035,MU 0305,A,3.000,Internship,[],[],Laura   Nash,0,3,-3
8420,Spring2015,33916,MU 0310,A,3.000,Senior Capstone Project I,[],[],Brian Q.  Torff,0,1,-1
8421,Spring2015,32215,MU 0311,A,3.000,Senior Capstone Theory,[],[],Laura   Nash,0,2,-2
8422,Spring2015,33917,MU 0361,A,3.000,Choral Conducting Methods,[],[],Michael Anthony  Ciavaglia,25,1,24
8423,Spring2015,32146,NS 0110,A,3.000,Introduction to Professional Nursing,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'BNW 137'}]",['MR 0930am-1045am 01/20-04/30 BNW 137'],Katherine Marie  Saracino,36,33,3
8424,Spring2015,33725,NS 0110,B,3.000,Introduction to Professional Nursing,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'BNW 137'}]",['MR 0200pm-0315pm 01/20-04/30 BNW 137'],Katherine Marie  Saracino,36,35,1
8425,Spring2015,32147,NS 0112,A,3.000,Healthcare Delivery Systems,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['MR 0200pm-0315pm 01/20-04/30 SON 203'],Kathryn   Phillips,36,36,0
8426,Spring2015,34131,NS 0250,A,3.000,Dimensions of Professional Nursing,[],[],Carole A.  Pomarico,1,1,0
8427,Spring2015,32301,NS 0252,A,3.000,Health Assessment for Registered Nurses,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/20-04/30', 'location': 'SON 214'}]",['R 0500pm-0730pm 01/20-04/30 SON 214'],Mary M  Murphy,20,10,10
8428,Spring2015,32009,NS 0270,A,4.000,Health Assessment,"[{'days': 'T', 'times': '0500pm-0640pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['T 0500pm-0640pm 01/20-04/30 SON 203'],Susan N.  Bartos,42,39,3
8429,Spring2015,33721,NS 0270,B,4.000,Health Assessment,"[{'days': 'T', 'times': '0315pm-0455pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['T 0315pm-0455pm 01/20-04/30 SON 203'],Diana R.  Mager,42,44,-2
8430,Spring2015,32444,NS 0270L,B,0.000,Health Assessment Lab,"[{'days': 'T', 'times': '1130am-0250pm', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['T 1130am-0250pm 01/20-04/30 SON 217'],Gina M.  Reitmeyer,12,14,-2
8431,Spring2015,32445,NS 0270L,C,0.000,Health Assessment Lab,"[{'days': 'W', 'times': '0800am-1120am', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['W 0800am-1120am 01/20-04/30 SON 217'],Judy   Ruggiri,12,14,-2
8432,Spring2015,32446,NS 0270L,D,0.000,Health Assessment Lab,"[{'days': 'W', 'times': '1230pm-0350pm', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['W 1230pm-0350pm 01/20-04/30 SON 217'],Laura A.  Conklin,12,12,0
8433,Spring2015,32447,NS 0270L,E,0.000,Health Assessment Lab,"[{'days': 'M', 'times': '0600pm-0920pm', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['M 0600pm-0920pm 01/20-04/30 SON 217'],Danielle E.  Hall,12,14,-2
8434,Spring2015,32448,NS 0270L,F,0.000,Health Assessment Lab,"[{'days': 'R', 'times': '0600pm-0930pm', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['R 0600pm-0930pm 01/20-04/30 SON 217'],Danielle E.  Hall,12,7,5
8435,Spring2015,33724,NS 0270L,G,0.000,Health Assessment Lab,"[{'days': 'F', 'times': '0800am-1120am', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['F 0800am-1120am 01/20-04/30 SON 217'],Mary M  Murphy,12,10,2
8436,Spring2015,33722,NS 0270L,H,0.000,Health Assessment Lab,"[{'days': 'F', 'times': '1230pm-0350pm', 'dates': '01/20-04/30', 'location': 'SON 217'}]",['F 1230pm-0350pm 01/20-04/30 SON 217'],Gina M.  Reitmeyer,12,12,0
8437,Spring2015,32449,NS 0272,A,4.000,Geriatric Nursing,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/20-04/30', 'location': 'BNW 131'}]",['MR 1100am-1215pm 01/20-04/30 BNW 131'],Kathleen D.  Lovanio,42,44,-2
8438,Spring2015,32451,NS 0272C,B,0.000,Geriatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '03/03-04/21', 'location': 'JHE '}]",['T 0700am-0200pm 03/03-04/21 JHE '],Katherine Marie  Saracino,5,7,-2
8439,Spring2015,32452,NS 0272C,C,0.000,Geriatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '03/03-04/21', 'location': 'FPS '}]",['T 0700am-0200pm 03/03-04/21 FPS '],Kelly Ann  Sullivan,5,8,-3
8440,Spring2015,32453,NS 0272C,D,0.000,Geriatric Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/04-04/22', 'location': 'FPS '}]",['W 0700am-0200pm 03/04-04/22 FPS '],Susan N.  Bartos,5,8,-3
8441,Spring2015,32454,NS 0272C,E,0.000,Geriatric Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/04-04/22', 'location': 'LCH '}]",['W 0700am-0200pm 03/04-04/22 LCH '],Mary Anne   Caserta,6,7,-1
8442,Spring2015,33727,NS 0272C,F,0.000,Geriatric Nursing Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '02/27-04/24', 'location': 'JHE '}]",['F 0700am-0200pm 02/27-04/24 JHE '],Susan N.  Bartos,6,7,-1
8443,Spring2015,33723,NS 0272C,G,0.000,Geriatric Nursing Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '02/27-04/24', 'location': 'LCH '}]",['F 0700am-0200pm 02/27-04/24 LCH '],Laura A.  Conklin,7,7,0
8444,Spring2015,32450,NS 0305,A,4.000,Mental Health Nursing,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['MR 0930am-1045am 01/20-04/30 SON 203'],Audrey M.  Beauvais,42,39,3
8445,Spring2015,32455,NS 0305C,B,0.000,Mental Health Nursing Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '03/03-04/28', 'location': 'GBMH '}]",['T 0700am-0200pm 03/03-04/28 GBMH '],Martha Ann  Boulton,6,6,0
8446,Spring2015,32456,NS 0305C,C,0.000,Mental Health Nursing Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '03/03-04/28', 'location': 'VA '}]",['T 0700am-0200pm 03/03-04/28 VA '],Kathryn   Phillips,2,7,-5
8447,Spring2015,32457,NS 0305C,D,0.000,Mental Health Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/04-04/29', 'location': 'GBMH '}]",['W 0700am-0200pm 03/04-04/29 GBMH '],Martha Ann  Boulton,3,7,-4
8448,Spring2015,32458,NS 0305C,E,0.000,Mental Health Nursing Clinical,"[{'days': 'W', 'times': '1230pm-0730pm', 'dates': '03/04-04/29', 'location': 'YAL '}]",['W 1230pm-0730pm 03/04-04/29 YAL '],David M.  Depukat,3,7,-4
8449,Spring2015,32459,NS 0305C,F,0.000,Mental Health Nursing Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '03/06-04/30', 'location': 'STW '}]",['F 0700am-0200pm 03/06-04/30 STW '],Janice Pinckney  Holmes,5,6,-1
8450,Spring2015,33726,NS 0305C,G,0.000,Mental Health Nursing Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '03/06-04/30', 'location': 'SILV '}]",['F 0700am-0200pm 03/06-04/30 SILV '],Carol J.  Pisani,5,6,-1
8451,Spring2015,32030,NS 0310,A,3.000,Foundations of Research for Evidence Based Practice,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/20-04/30', 'location': 'BNW 254'}]",['MR 1230pm-0145pm 01/20-04/30 BNW 254'],Karen H.  Burrows,50,46,4
8452,Spring2015,32858,NS 0310,S,3.000,Foundations of Research for Evidence Based Practice,"[{'days': 'TF', 'times': '0100pm-0230pm', 'dates': '01/20-04/30', 'location': 'BNW 254'}]",['TF 0100pm-0230pm 01/20-04/30 BNW 254'],Mary M  Murphy,42,42,0
8453,Spring2015,32031,NS 0312,A,5.000,Medical Surgical Nursing I,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['MR 0800am-0915am 01/20-04/30 SON 203'],Suzanne T.  Chaplik,50,46,4
8454,Spring2015,32460,NS 0312C,B,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '01/27-04/28', 'location': 'VA '}]",['T 0700am-0200pm 01/27-04/28 VA '],Suzanne T.  Chaplik,8,8,0
8455,Spring2015,32461,NS 0312C,C,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '01/27-04/28', 'location': 'VA '}]",['T 0700am-0200pm 01/27-04/28 VA '],Diane   Avery,7,7,0
8456,Spring2015,32462,NS 0312C,D,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '01/27-04/28', 'location': 'STV '}]",['T 0700am-0200pm 01/27-04/28 STV '],Mary Anne   Caserta,7,6,1
8457,Spring2015,32464,NS 0312C,F,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-04/29', 'location': 'VA '}]",['W 0700am-0200pm 01/28-04/29 VA '],Christine E.  Booth,8,8,0
8458,Spring2015,32465,NS 0312C,G,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-04/29', 'location': 'YAL '}]",['W 0700am-0200pm 01/28-04/29 YAL '],Donna M.  Collins,6,8,-2
8459,Spring2015,32466,NS 0312C,H,0.000,Medical Surgical Nursing I Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-04/29', 'location': 'STM '}]",['W 0700am-0200pm 01/28-04/29 STM '],Sandy Natalie  Cayo,8,9,-1
8460,Spring2015,33176,NS 0314,A,4.000,Maternal and Newborn Nursing,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/20-04/30', 'location': 'SON 214'}]",['MR 0930am-1045am 01/20-04/30 SON 214'],Jenna Alana  LoGiudice,24,24,0
8461,Spring2015,32836,NS 0314,S,4.000,Maternal and Newborn Nursing,"[{'days': 'T', 'times': '0945am-1245pm', 'dates': '01/20-04/30', 'location': 'BNW 254'}]",['T 0945am-1245pm 01/20-04/30 BNW 254'],Jenna Alana  LoGiudice,42,42,0
8462,Spring2015,32467,NS 0314C,B,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/18-04/22', 'location': 'STAMH '}]",['W 0700am-0200pm 03/18-04/22 STAMH '],Julie Christine  McCullough,8,8,0
8463,Spring2015,32468,NS 0314C,C,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/18-04/22', 'location': 'NOR '}]",['W 0700am-0200pm 03/18-04/22 NOR '],Elizabeth   Rivera-Rodriguez,8,8,0
8464,Spring2015,32469,NS 0314C,D,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '03/17-04/21', 'location': 'DH '}]",['T 0700am-0200pm 03/17-04/21 DH '],Karen H.  Burrows,8,8,0
8465,Spring2015,32470,NS 0314C,E,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-03/04', 'location': 'NOR '}]",['W 0700am-0200pm 01/28-03/04 NOR '],Julie Christine  McCullough,8,7,1
8466,Spring2015,32834,NS 0314C,F,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'M', 'times': '0200pm-0900pm', 'dates': '01/26-03/02', 'location': 'STM '}]",['M 0200pm-0900pm 01/26-03/02 STM '],Bree A.  Grealis,7,7,0
8467,Spring2015,32837,NS 0314C,G,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'S', 'times': '0700am-0200pm', 'dates': '01/28-03/04', 'location': 'STAMH '}]",['S 0700am-0200pm 01/28-03/04 STAMH '],Cassandra E.  Garvin,7,7,0
8468,Spring2015,32838,NS 0314C,H,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '01/26-03/02', 'location': 'GR '}]",['M 0700am-0200pm 01/26-03/02 GR '],Cathleen D.  Walker,7,7,0
8469,Spring2015,32839,NS 0314C,I,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '01/26-03/02', 'location': 'STAMH '}]",['M 0700am-0200pm 01/26-03/02 STAMH '],Julie Christine  McCullough,7,7,0
8470,Spring2015,32840,NS 0314C,J,0.000,Maternal and Newborn Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-03/04', 'location': 'STAMH '}]",['W 0700am-0200pm 01/28-03/04 STAMH '],Kelly Ann  Sullivan,7,7,0
8471,Spring2015,32096,NS 0321,A,3.000,Professional Nursing: Leadership and Management,"[{'days': 'W', 'times': '0200pm-0340pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['W 0200pm-0340pm 01/20-04/30 SON 203'],Catherine   Sumpio,33,34,-1
8472,Spring2015,32253,NS 0321,B,3.000,Professional Nursing: Leadership and Management,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '01/20-04/30', 'location': 'BNW 341'}]",['W 0500pm-0730pm 01/20-04/30 BNW 341'],Karen H.  Burrows,20,13,7
8473,Spring2015,32927,NS 0321,C,3.000,Professional Nursing: Leadership and Management,"[{'days': 'W', 'times': '0200pm-0340pm', 'dates': '01/20-04/30', 'location': 'SON 214'}]",['W 0200pm-0340pm 01/20-04/30 SON 214'],Karen H.  Burrows,33,32,1
8474,Spring2015,32032,NS 0323,A,4.000,Pediatric Nursing,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/20-04/30', 'location': 'SON 214'}]",['MR 0200pm-0315pm 01/20-04/30 SON 214'],Linda N.  Roney,21,22,-1
8475,Spring2015,32841,NS 0323,S,4.000,Pediatric Nursing,"[{'days': 'F', 'times': '0945am-1245pm', 'dates': '01/15-04/24', 'location': 'BNW 254'}]",['F 0945am-1245pm 01/15-04/24 BNW 254'],Eileen R.  O'Shea,42,42,0
8476,Spring2015,32471,NS 0323C,B,0.000,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-1215pm', 'dates': '01/20-04/30', 'location': 'YAL '}]",['T 0700am-1215pm 01/20-04/30 YAL '],Linda N.  Roney,4,5,-1
8477,Spring2015,32472,NS 0323C,C,0.000,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-1215pm', 'dates': '01/20-04/30', 'location': 'YAL '}]",['T 0700am-1215pm 01/20-04/30 YAL '],Susan N.  Bartos,5,6,-1
8478,Spring2015,32474,NS 0323C,E,0.000,Pediatric Nursing Clinical,"[{'days': 'F', 'times': '0700am-1215pm', 'dates': '01/20-04/30', 'location': 'YAL '}]",['F 0700am-1215pm 01/20-04/30 YAL '],Linda N.  Roney,5,5,0
8479,Spring2015,32842,NS 0323C,F,0.000,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-1215pm', 'dates': '01/20-04/28', 'location': 'YAL '}]",['T 0700am-1215pm 01/20-04/28 YAL '],Susan N.  Bartos,5,6,-1
8480,Spring2015,32843,NS 0323C,G,0.000,Pediatric Nursing Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '03/16-04/27', 'location': 'YAL '}]",['M 0700am-0200pm 03/16-04/27 YAL '],Maura   Byrnes-Casey,6,6,0
8481,Spring2015,32844,NS 0323C,H,0.000,Pediatric Nursing Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '03/16-04/27', 'location': 'BH '}]",['M 0700am-0200pm 03/16-04/27 BH '],Elizabeth R.  Foden,6,5,1
8482,Spring2015,32482,NS 0323C,I,0.000,Pediatric Nursing Clinical,"[{'days': 'S', 'times': '0700am-0200pm', 'dates': '03/21-04/25', 'location': 'BD '}]",['S 0700am-0200pm 03/21-04/25 BD '],Lori Marie  Robinson,6,7,-1
8483,Spring2015,32852,NS 0323C,J,0.000,Pediatric Nursing Clinical,"[{'days': 'U', 'times': '0700am-0200pm', 'dates': '03/21-04/25', 'location': 'YAL '}]",['U 0700am-0200pm 03/21-04/25 YAL '],Priscilla R.  Schumack,6,6,0
8484,Spring2015,33177,NS 0323C,K,0.000,Pediatric Nursing Clinical,"[{'days': 'U', 'times': '0700am-0200pm', 'dates': '03/21-04/25', 'location': 'BD '}]",['U 0700am-0200pm 03/21-04/25 BD '],Heather   Waghelstein,6,6,0
8485,Spring2015,33728,NS 0323C,L,0.000,Pediatric Nursing Clinical,"[{'days': 'S', 'times': '0700am-0530pm', 'dates': '03/21-03/28', 'location': 'CMC '}, {'days': 'S', 'times': '0700am-0530pm', 'dates': '04/11-04/18', 'location': 'CMC '}]","['S 0700am-0530pm 03/21-03/28 CMC ', 'S 0700am-0530pm 04/11-04/18 CMC ']",Kathleen M.  Visinski,6,6,0
8486,Spring2015,33729,NS 0323C,M,0.000,Pediatric Nursing Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '03/18-04/29', 'location': 'CMC '}]",['W 0700am-0200pm 03/18-04/29 CMC '],Mary B.  Shafer,6,6,0
8487,Spring2015,32200,NS 0325,S,5.000,Medical Surgical Nursing II,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['TF 0800am-0915am 01/20-04/30 SON 203'],Rose   Iannino-Renz,42,42,0
8488,Spring2015,32483,NS 0325C,B,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '01/26-04/29', 'location': 'YAL '}]",['M 0700am-0200pm 01/26-04/29 YAL '],Suzanne T.  Turner,7,7,0
8489,Spring2015,32484,NS 0325C,C,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-04/30', 'location': 'STV '}]",['W 0700am-0200pm 01/28-04/30 STV '],Rose   Iannino-Renz,7,7,0
8490,Spring2015,32485,NS 0325C,D,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'R', 'times': '0700am-0200pm', 'dates': '01/29-04/30', 'location': 'NOR '}]",['R 0700am-0200pm 01/29-04/30 NOR '],Susan N.  Bartos,7,8,-1
8491,Spring2015,32486,NS 0325C,E,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'R', 'times': '0700am-0200pm', 'dates': '01/29-04/30', 'location': 'VA '}]",['R 0700am-0200pm 01/29-04/30 VA '],Diane   Avery,7,6,1
8492,Spring2015,32487,NS 0325C,F,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'M', 'times': '0700am-0200pm', 'dates': '01/26-04/29', 'location': 'VA '}]",['M 0700am-0200pm 01/26-04/29 VA '],Mary M  Murphy,7,7,0
8493,Spring2015,33178,NS 0325C,G,0.000,Medical Surgical Nursing II Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '01/28-04/30', 'location': 'VA '}]",['W 0700am-0200pm 01/28-04/30 VA '],Dolores D.  Kratzer,7,7,0
8494,Spring2015,32065,NS 0330,A,4.000,"Community, Public and Global Health Nursing","[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['W 1100am-0130pm 01/20-04/30 SON 203'],Diana R.  Mager,66,66,0
8495,Spring2015,33730,NS 0330C,B,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'M', 'times': '0800am-0430pm', 'dates': '01/20-04/30', 'location': 'NHD '}]",['M 0800am-0430pm 01/20-04/30 NHD '],Jennifer Ellen  Guffey,7,7,0
8496,Spring2015,33731,NS 0330C,C,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'T', 'times': '0800am-0330pm', 'dates': '01/20-04/30', 'location': 'RVNA '}]",['T 0800am-0330pm 01/20-04/30 RVNA '],Suzanne M.  O'Connor,11,9,2
8497,Spring2015,32476,NS 0330C,D,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'T', 'times': '0800am-0330pm', 'dates': '01/20-04/30', 'location': 'STV '}]",['T 0800am-0330pm 01/20-04/30 STV '],Kathleen D.  Lovanio,10,10,0
8498,Spring2015,32477,NS 0330C,E,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'T', 'times': '0800am-0330pm', 'dates': '01/20-04/30', 'location': 'FPS '}]",['T 0800am-0330pm 01/20-04/30 FPS '],Sheila S.  Iacono,8,9,-1
8499,Spring2015,32478,NS 0330C,F,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'F', 'times': '0800am-0330pm', 'dates': '01/20-04/30', 'location': 'SHC '}]",['F 0800am-0330pm 01/20-04/30 SHC '],Suzanne M.  O'Connor,4,3,1
8500,Spring2015,32479,NS 0330C,G,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'R', 'times': '0800am-0330pm', 'dates': '01/20-04/30', 'location': 'SON '}]",['R 0800am-0330pm 01/20-04/30 SON '],Geraldine M.  Chalykoff,10,11,-1
8501,Spring2015,32475,NS 0330C,I,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'F', 'times': '0800am-0330pm', 'dates': '03/06-03/14', 'location': 'TBA'}]",['F 0800am-0330pm 03/06-03/14 TBA'],Lydia H.  Greiner,8,9,-1
8502,Spring2015,34074,NS 0330C,J,0.000,"Community, Public and Global Health Nursing Clinical","[{'days': 'F', 'times': '0800am-0330pm', 'dates': '03/06-03/14', 'location': 'TBA'}]",['F 0800am-0330pm 03/06-03/14 TBA'],Jessica   Planas,8,8,0
8503,Spring2015,32066,NS 0332,A,4.000,Transition to Professional Nursing,"[{'days': 'W', 'times': '0400pm-0459pm', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['W 0400pm-0459pm 01/20-04/30 SON 203'],Katherine Marie  Saracino,66,66,0
8504,Spring2015,32256,NS 0356,A,3.000,Transition Seminar: Professional Nursing Practice for RNs,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/20-01/20', 'location': 'BNW 341'}, {'days': 'T', 'times': '0500pm-0730pm', 'dates': '02/17-02/17', 'location': 'BNW 127'}, {'days': 'T', 'times': '0500pm-0730pm', 'dates': '03/17-03/17', 'location': 'BNW 341'}, {'days': 'T', 'times': '0500pm-0730pm', 'dates': '04/28-04/28', 'location': 'BNW 341'}]","['T 0500pm-0730pm 01/20-01/20 BNW 341', 'T 0500pm-0730pm 02/17-02/17 BNW 127', 'T 0500pm-0730pm 03/17-03/17 BNW 341', 'T 0500pm-0730pm 04/28-04/28 BNW 341']",Carole A.  Pomarico,20,13,7
8505,Spring2015,31910,NS 0360,A,3.000,Critical Care Nursing,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '01/20-04/30', 'location': 'SON 203'}]",['W 0800am-1030am 01/20-04/30 SON 203'],Sheila Carey  Grossman,66,53,13
8506,Spring2015,32902,NS 0524,M01,5.000,Quality Outcomes Management II,[],[],Sally O.  Gerard,20,2,18
8507,Spring2015,34147,NS 0525,01,3.000,Master's Leadership Practicum,[],[],Sally O.  Gerard,1,1,0
8508,Spring2015,32315,NS 0601,D01,3.000,Epidemiology and Biostatistics,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/20-05/08', 'location': 'SON 124'}]",['W 0200pm-0430pm 01/20-05/08 SON 124'],Alison E.  Kris,28,27,1
8509,Spring2015,33351,NS 0601,D02,3.000,Epidemiology and Biostatistics,"[{'days': 'S', 'times': '0900am-0400pm', 'dates': '01/31-01/31', 'location': 'SON 214'}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '03/21-03/21', 'location': 'SON 214'}]","['S 0900am-0400pm 01/31-01/31 SON 214', 'S 0900am-0400pm 03/21-03/21 SON 214']",Tiffany F.  Kelley,20,19,1
