,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
8391,2016.0,Spring,Spring2016,2015_2016,BB 0140,,,Estate Planning,,,,,,
892,2015.0,Fall,Fall2015,2015_2016,BI 0015,,,Fundamentals of Biology I,,,,,,
901,2016.0,Spring,Spring2016,2015_2016,BI 0016,,,Fundamentals of Biology II,,,,,,
683,2015.0,Fall,Fall2015,2015_2016,BI 0018,,,Human Biology: Form & Function,,,,,,
707,2016.0,Spring,Spring2016,2015_2016,BI 0071,,,Identity and the Human Genome,,,,,,
718,2015.0,Fall,Fall2015,2015_2016,BI 0073,,,Contemporary Nutrition: Food for Thought,,,,,,
950,2015.0,Fall,Fall2015,2015_2016,BI 0074,,,Biology of Food,,,,,,
6994,2015.0,Fall,Fall2015,2015_2016,BI 0075,,,Ecology and Society,,,,,,
922,2015.0,Fall,Fall2015,2015_2016,BI 0076,,,Environmental Science,,,,,,
732,2015.0,Fall,Fall2015,2015_2016,BI 0078,,,Introduction to Marine Science,,,,,,
6999,2015.0,Fall,Fall2015,2015_2016,BI 0096,,,God and Modern Biology,,,,,,
750,2015.0,Fall,Fall2015,2015_2016,BI 0107,,,Human Anatomy & Physiology I,,,,,,
752,2015.0,Fall,Fall2015,2015_2016,BI 0107L,,,Human Anatomy & Physiology Lab,,,,,,
764,2016.0,Spring,Spring2016,2015_2016,BI 0108,,,Human Anatomy & Physiology II,,,,,,
765,2016.0,Spring,Spring2016,2015_2016,BI 0108L,,,Human Anatomy & Physiology Lab,,,,,,
817,2015.0,Fall,Fall2015,2015_2016,BI 0151,,,Elements of Microbiology,,,,,,
818,2015.0,Fall,Fall2015,2015_2016,BI 0151L,,,Elements of Microbiology Lab,,,,,,
834,2015.0,Fall,Fall2015,2015_2016,BI 0170,,,General Biology I,,,,,,
860,2015.0,Fall,Fall2015,2015_2016,BI 0170L,,,General Biology I Lab,,,,,,
620,2015.0,Fall,Fall2015,2015_2016,BI 0170P,,,General Biology I PLG,,,,,,
7029,2016.0,Spring,Spring2016,2015_2016,BI 0171,,,General Biology II,,,,,,
868,2016.0,Spring,Spring2016,2015_2016,BI 0171L,,,General Biology II Lab,,,,,,
656,2016.0,Spring,Spring2016,2015_2016,BI 0171P,,,General Biology II PLG,,,,,,
924,2015.0,Fall,Fall2015,2015_2016,BI 0172,,,General Biology III,,,,,,
925,2015.0,Fall,Fall2015,2015_2016,BI 0172L,,,General Biology III Lab,,,,,,
719,2015.0,Fall,Fall2015,2015_2016,BI 0251,,,Human Nutrition,,,,,,
932,2016.0,Spring,Spring2016,2015_2016,BI 0260,,,Ecology,,,,,,
933,2016.0,Spring,Spring2016,2015_2016,BI 0260L,,,Ecology Lab,,,,,,
909,2016.0,Spring,Spring2016,2015_2016,BI 0261,,,Genetics,,,,,,
706,2016.0,Spring,Spring2016,2015_2016,BI 0261L,,,Genetics Lab,,,,,,
7024,2015.0,Fall,Fall2015,2015_2016,BI 0262,,,Human Physiology,,,,,,
7025,2015.0,Fall,Fall2015,2015_2016,BI 0262L,,,Human Physiology Lab,,,,,,
7028,2016.0,Spring,Spring2016,2015_2016,BI 0315,,,Anatomy: Form and Function,,,,,,
1021,2016.0,Spring,Spring2016,2015_2016,BI 0318,,,Vertebrate Zoology,,,,,,
1022,2016.0,Spring,Spring2016,2015_2016,BI 0318L,,,Vertebrate Zoology Lab,,,,,,
1023,2016.0,Spring,Spring2016,2015_2016,BI 0319,,,Zoology Field Experience,,,,,,
1024,2016.0,Spring,Spring2016,2015_2016,BI 0319L,,,Zoology Field Experience Lab,,,,,,
7033,2015.0,Fall,Fall2015,2015_2016,BI 0324,,,Biochemistry I,,,,,,
7035,2015.0,Fall,Fall2015,2015_2016,BI 0324L,,,Biochemistry I Lab,,,,,,
6995,2015.0,Fall,Fall2015,2015_2016,BI 0325,,,Biochemistry II,,,,,,
6997,2015.0,Fall,Fall2015,2015_2016,BI 0325L,,,Biochemistry II Lab,,,,,,
888,2016.0,Spring,Spring2016,2015_2016,BI 0330,,,Nutrient Metabolism,,,,,,
843,2016.0,Spring,Spring2016,2015_2016,BI 0342,,,Developmental Biology,,,,,,
844,2016.0,Spring,Spring2016,2015_2016,BI 0342L,,,Developmental Biology Lab,,,,,,
700,2015.0,Fall,Fall2015,2015_2016,BI 0352,,,Fundamentals of Microbiology,,,,,,
701,2015.0,Fall,Fall2015,2015_2016,BI 0352L,,,Fundamentals of Microbiology Lab,,,,,,
870,2016.0,Spring,Spring2016,2015_2016,BI 0357,,,General Virology,,,,,,
995,2015.0,Fall,Fall2015,2015_2016,BI 0362,,,Marine Invertebrate Zoology,,,,,,
996,2015.0,Fall,Fall2015,2015_2016,BI 0362L,,,Marine Invertebrate Zoology Lab,,,,,,
952,2016.0,Spring,Spring2016,2015_2016,BI 0364,,,Freshwater Ecology,,,,,,
953,2016.0,Spring,Spring2016,2015_2016,BI 0364L,,,Freshwater Ecology Lab,,,,,,
1013,2015.0,Fall,Fall2015,2015_2016,BI 0365,,,Evolutionary Biology,,,,,,
1014,2015.0,Fall,Fall2015,2015_2016,BI 0365L,,,Evolutionary Biology Lab,,,,,,
910,2016.0,Spring,Spring2016,2015_2016,BI 0381A,,,Special Topics Seminar: Biology of Cancer,,,,,,
