,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
2298,2014.0,Fall,Fall2014,2014_2015,ECE 0508,,,Engineering Entrepreneurship,,,,,,
1988,2014.0,Fall,Fall2014,2014_2015,ED 0200,,,"Explorations in Education: Introduction to Teaching, Learning, and Schooling",,,,,,
2021,2014.0,Fall,Fall2014,2014_2015,ED 0241,,,Educational Psychology,,,,,,
2037,2014.0,Fall,Fall2014,2014_2015,ED 0329,,,Philosophy of Education: An Introduction,,,,,,
8406,2015.0,Spring,Spring2015,2014_2015,ED 0350,,,Special Learners in the Mainstream,,,,,,
2048,2014.0,Fall,Fall2014,2014_2015,ED 0401,,,K-12 Teaching Internship Seminar for Initital Certification Candidates: Secondary Education,,,,,,
8349,2015.0,Summer,Summer2015,2014_2015,ED 0405,,,Contexts of Education in the Primary Grades,,,,,,
2050,2014.0,Fall,Fall2014,2014_2015,ED 0429,,,Philosophical Foundations of Education,,,,,,
2068,2015.0,Spring,Spring2015,2014_2015,ED 0431,,,Extending Literacy in the Elementary School: Grades 3-6,,,,,,
2062,2014.0,Fall,Fall2014,2014_2015,ED 0437,,,Developing Literacy in the Elementary School: Primary Grades,,,,,,
1998,2015.0,Spring,Spring2015,2014_2015,ED 0441,,,Teaching and Learning within Multicultural Contexts of Education,,,,,,
2078,2014.0,Fall,Fall2014,2014_2015,ED 0442,,,Educational Psychology,,,,,,
2064,2014.0,Fall,Fall2014,2014_2015,ED 0447,,,Learning Mathematics in the Elementary Classroom,,,,,,
2086,2014.0,Fall,Fall2014,2014_2015,ED 0455,,,"The Literate Learner: Using Critical and Strategic Literacy in the Content Areas, Grades 5-12",,,,,,
2089,2015.0,Spring,Spring2015,2014_2015,ED 0459,,,Developmental Reading in the Secondary School,,,,,,
2107,2014.0,Fall,Fall2014,2014_2015,ED 0462,,,Science Methods,,,,,,
2110,2014.0,Fall,Fall2014,2014_2015,ED 0463,,,World Language Methods,,,,,,
2112,2014.0,Fall,Fall2014,2014_2015,ED 0464,,,Mathematics Methods,,,,,,
2080,2014.0,Fall,Fall2014,2014_2015,ED 0466,,,Special Methods in Secondary School English,,,,,,
2051,2014.0,Fall,Fall2014,2014_2015,ED 0468,,,Social Studies/History Methods,,,,,,
2044,2015.0,Summer,Summer2015,2014_2015,ED 0493,,,Educational Imagination: Exploring Multicultural Identities & Curriculum in a Cross-Cultural Context,,,,,,
2075,2015.0,Summer,Summer2015,2014_2015,ED 0497,,,Teaching Science in the Elementary Classroom,,,,,,
2018,2015.0,Summer,Summer2015,2014_2015,ED 0499,,,Introduction to Educational Research,,,,,,
2009,2015.0,Spring,Spring2015,2014_2015,ED 0511,,,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,,,,,,
2056,2015.0,Spring,Spring2015,2014_2015,ED 0512,,,Contemporary Schooling in Society,,,,,,
2118,2014.0,Fall,Fall2014,2014_2015,ED 0515,,,Economic and Physical Geography,,,,,,
2031,2015.0,Spring,Spring2015,2014_2015,ED 0522,,,Learning and the Child's Experience,,,,,,
2030,2015.0,Spring,Spring2015,2014_2015,ED 0523,,,Global and Sociocultural Perspectives on Learning and Development,,,,,,
1987,2014.0,Fall,Fall2014,2014_2015,ED 0530,,,Assessment and Differentiated Instruction,,,,,,
2127,2014.0,Fall,Fall2014,2014_2015,ED 0534,,,Theories of Learning,,,,,,
2004,2014.0,Fall,Fall2014,2014_2015,ED 0545,,,Developing Integrated Curriculum for Elementary Students: Inquiry and Action,,,,,,
1997,2015.0,Spring,Spring2015,2014_2015,ED 0552,,,Participatory Research and Advocacy in School and Community Settings,,,,,,
2063,2014.0,Fall,Fall2014,2014_2015,ED 0559,,,Empowering Struggling Readers and Writers in the Elementary Grades,,,,,,
2095,2015.0,Summer,Summer2015,2014_2015,ED 0561,,,Summer Institute in the Teaching of Writing,,,,,,
2109,2015.0,Summer,Summer2015,2014_2015,ED 0572,,,Guided Research in Science,,,,,,
2154,2014.0,Fall,Fall2014,2014_2015,ED 0573,,,Instructional Issues in Teaching Science,,,,,,
2069,2015.0,Spring,Spring2015,2014_2015,ED 0584,,,Reflective Practice Seminar: Elementary Education,,,,,,
2090,2015.0,Spring,Spring2015,2014_2015,ED 0589,,,English Seminar,,,,,,
2114,2015.0,Spring,Spring2015,2014_2015,ED 0591,,,Mathematics Seminar,,,,,,
2108,2015.0,Spring,Spring2015,2014_2015,ED 0592,,,Science Seminar,,,,,,
6877,2015.0,Spring,Spring2015,2014_2015,ED 0593,,,World Language Seminar,,,,,,
2057,2015.0,Spring,Spring2015,2014_2015,ED 0594,,,Social Studies/History Seminar,,,,,,
2117,2015.0,Summer,Summer2015,2014_2015,ED 0599,,,Professional Writing Seminar: Product of Learning,,,,,,
2318,2014.0,Fall,Fall2014,2014_2015,EE 0213,,,Intro Electric Circuits(PS/EG),,,,,,
2337,2014.0,Fall,Fall2014,2014_2015,EE 0213L,,,Electric Circuits Lab (PS/EG),,,,,,
2325,2015.0,Spring,Spring2015,2014_2015,EE 0221,,,Frequency Domain Circuit Analysis,,,,,,
2340,2014.0,Fall,Fall2014,2014_2015,EE 0231,,,Introduction to Electronics Circuits and Devices,,,,,,
2266,2014.0,Fall,Fall2014,2014_2015,EE 0231L,,,Electronics Circuits Lab,,,,,,
2341,2014.0,Fall,Fall2014,2014_2015,EE 0301,,,Signal and Systems I,,,,,,
2350,2015.0,Spring,Spring2015,2014_2015,EE 0331,,,Analog Electronics Design,,,,,,
2281,2015.0,Spring,Spring2015,2014_2015,EE 0331L,,,Analog Electronics Lab,,,,,,
2327,2015.0,Spring,Spring2015,2014_2015,EE 0335,,,Microelectronics,,,,,,
2248,2014.0,Fall,Fall2014,2014_2015,EE 0346,,,Embedded Microcontrollers,,,,,,
2250,2014.0,Fall,Fall2014,2014_2015,EE 0346L,,,Microcontroller Lab,,,,,,
2284,2015.0,Spring,Spring2015,2014_2015,EE 0352,,,Digital Communications,,,,,,
2267,2014.0,Fall,Fall2014,2014_2015,EE 0360,,,Power Electronics,,,,,,
2316,2014.0,Fall,Fall2014,2014_2015,EG 0031,,,Fundamentals of Engineering I,,,,,,
8415,2015.0,Spring,Spring2015,2014_2015,EG 0145,,,Mathematical Analysis,,,,,,
2360,2014.0,Fall,Fall2014,2014_2015,EG 0390,,,Senior Design Project I,,,,,,
2369,2015.0,Spring,Spring2015,2014_2015,EG 0391,,,Senior Design Project II,,,,,,
2383,2014.0,Fall,Fall2014,2014_2015,EG 0410,,,English Skills for Engineering Graduate Students,,,,,,
335,2014.0,Fall,Fall2014,2014_2015,EN 0011,,,Texts and Contexts I: Writing as Craft and Inquiry,,,,,,
344,2015.0,Spring,Spring2015,2014_2015,EN 0012,,,Texts and Contexts II: Writing About Literature,,,,,,
334,2014.0,Fall,Fall2014,2014_2015,EN 0102,,,Introduction to Contemporary World Literature,,,,,,
2780,2014.0,Fall,Fall2014,2014_2015,EN 0103,,,Fairy Tales,,,,,,
2735,2015.0,Spring,Spring2015,2014_2015,EN 0105,,,African Diaspora: Literature and Culture,,,,,,
1375,2014.0,Fall,Fall2014,2014_2015,EN 0107,,,Masterpieces of Roman Literature in English Translation,,,,,,
1390,2015.0,Spring,Spring2015,2014_2015,EN 0109,,,Greek Tragedy in English Translation,,,,,,
2801,2015.0,Spring,Spring2015,2014_2015,EN 0111,,,International Short Fiction,,,,,,
2797,2014.0,Fall,Fall2014,2014_2015,EN 0112,,,19th-Century Russian Novel and World Literature,,,,,,
2807,2014.0,Fall,Fall2014,2014_2015,EN 0113,,,Literature of the Holocaust,,,,,,
2483,2014.0,Fall,Fall2014,2014_2015,EN 0114,,,"Caribbean Literature: History, Culture, and Identity",,,,,,
3861,2015.0,Spring,Spring2015,2014_2015,EN 0115,,,Dante,,,,,,
1357,2014.0,Fall,Fall2014,2014_2015,EN 0118,,,Modern China through Fiction and Film,,,,,,
2810,2014.0,Fall,Fall2014,2014_2015,EN 0121,,,American Literature and the Environment,,,,,,
2590,2014.0,Fall,Fall2014,2014_2015,EN 0130,,,Literature by Women: Vision and Revision,,,,,,
2726,2014.0,Fall,Fall2014,2014_2015,EN 0133,,,The African American Literary Tradition,,,,,,
2467,2014.0,Fall,Fall2014,2014_2015,EN 0141,,,Imagining Shakespeare,,,,,,
2789,2015.0,Spring,Spring2015,2014_2015,EN 0142,,,Myths and Legends of Ireland and Britain,,,,,,
2477,2015.0,Spring,Spring2015,2014_2015,EN 0143,,,The Greenworld: English Literature and the Environment,,,,,,
2825,2014.0,Fall,Fall2014,2014_2015,EN 0161,,,Irish Literature,,,,,,
2837,2014.0,Fall,Fall2014,2014_2015,EN 0162,,,Irish Women Writers,,,,,,
2456,2014.0,Fall,Fall2014,2014_2015,EN 0172,,,Literacy and Language,,,,,,
2761,2015.0,Spring,Spring2015,2014_2015,EN 0200C,,,"Special Topics: Dickinson, Whitman, and Contemporary Poets",,,,,,
2779,2014.0,Fall,Fall2014,2014_2015,EN 0211,,,Age of Chaucer,,,,,,
2468,2014.0,Fall,Fall2014,2014_2015,EN 0213,,,Shakespeare I,,,,,,
2475,2015.0,Spring,Spring2015,2014_2015,EN 0214,,,Shakespeare II,,,,,,
2824,2014.0,Fall,Fall2014,2014_2015,EN 0218,,,20th Century British Literature,,,,,,
2744,2014.0,Fall,Fall2014,2014_2015,EN 0234,,,American Women Writers of the 19th Century,,,,,,
2734,2015.0,Spring,Spring2015,2014_2015,EN 0263,,,African American Women Writers,,,,,,
2811,2014.0,Fall,Fall2014,2014_2015,EN 0281,,,Native American Literature,,,,,,
2787,2015.0,Spring,Spring2015,2014_2015,EN 0311,,,Chaucer's Canterbury Tales,,,,,,
2589,2014.0,Fall,Fall2014,2014_2015,EN 0333,,,American Realism and Naturalism,,,,,,
2484,2014.0,Fall,Fall2014,2014_2015,EN 0335,,,Contemporary American Literature and Culture,,,,,,
2490,2015.0,Spring,Spring2015,2014_2015,EN 0351,,,Introduction to Literary Theory,,,,,,
2499,2014.0,Fall,Fall2014,2014_2015,EN 0352,,,Introduction to Cultural Studies,,,,,,
2724,2014.0,Fall,Fall2014,2014_2015,EN 0376,,,Global Women's Fiction,,,,,,
343,2015.0,Spring,Spring2015,2014_2015,EN 0390,,,Literature Capstone,,,,,,
7184,2015.0,Summer,Summer2015,2014_2015,EN 0405,,,Literature for Young Adults,,,,,,
2085,2014.0,Fall,Fall2014,2014_2015,EN 0411,,,Teaching Writing in the 3-12 Classroom,,,,,,
2100,2014.0,Fall,Fall2014,2014_2015,EN 0417,,,Teaching and Learning Grammar,,,,,,
2571,2015.0,Summer,Summer2015,2014_2015,ENW 0200,,,Creative Writing,,,,,,
2754,2014.0,Fall,Fall2014,2014_2015,ENW 0202,,,Creative Writing: Poetry I,,,,,,
2621,2015.0,Spring,Spring2015,2014_2015,ENW 0204,,,Creative Writing: Drama,,,,,,
2852,2014.0,Fall,Fall2014,2014_2015,ENW 0205,,,Creative Writing: Fiction I,,,,,,
2407,2015.0,Spring,Spring2015,2014_2015,ENW 0206,,,Creative Writing: Nonfiction I,,,,,,
2408,2015.0,Spring,Spring2015,2014_2015,ENW 0207A,,,Themes in Creative Writing: Writing Addiction & Recovery,,,,,,
2766,2014.0,Fall,Fall2014,2014_2015,ENW 0220,,,News Writing,,,,,,
2861,2014.0,Fall,Fall2014,2014_2015,ENW 0221,,,Digital Journalism,,,,,,
2700,2015.0,Spring,Spring2015,2014_2015,ENW 0290,,,Writing and Responding,,,,,,
2755,2014.0,Fall,Fall2014,2014_2015,ENW 0302,,,Creative Writing: Poetry II,,,,,,
2858,2015.0,Spring,Spring2015,2014_2015,ENW 0305,,,Creative Writing: Fiction II,,,,,,
2462,2015.0,Spring,Spring2015,2014_2015,ENW 0311,,,Advanced Composition for Teachers,,,,,,
2498,2015.0,Spring,Spring2015,2014_2015,ENW 0317,,,Teaching and Learning Grammar,,,,,,
2873,2014.0,Fall,Fall2014,2014_2015,ENW 0320,,,Writing the Feature Story,,,,,,
2862,2014.0,Fall,Fall2014,2014_2015,ENW 0323,,,Photojournalism,,,,,,
2508,2014.0,Fall,Fall2014,2014_2015,ENW 0332,,,Business Writing,,,,,,
2874,2014.0,Fall,Fall2014,2014_2015,ENW 0335,,,Technical Writing,,,,,,
2515,2015.0,Spring,Spring2015,2014_2015,ENW 0336,,,Issues in Professional Writing: Multimedia Writing,,,,,,
2876,2015.0,Spring,Spring2015,2014_2015,ENW 0338,,,Persuasive Writing,,,,,,
2877,2014.0,Fall,Fall2014,2014_2015,ENW 0339,,,Grant and Proposal Writing,,,,,,
2405,2014.0,Fall,Fall2014,2014_2015,ENW 0340,,,World of Publishing I,,,,,,
2455,2014.0,Fall,Fall2014,2014_2015,ENW 0345,,,Internship-201409,,,,,,
2857,2015.0,Spring,Spring2015,2014_2015,ENW 0399,,,Advanced Portfolio Workshop,,,,,,
2888,2014.0,Fall,Fall2014,2014_2015,EV 0301,,,Environment Workshop,,,,,,
3140,2014.0,Fall,Fall2014,2014_2015,FE 0001,,,First Year Exp - Leadership,,,,,,
2961,2014.0,Fall,Fall2014,2014_2015,FI 0101,,,Introduction to Finance,,,,,,
2982,2015.0,Spring,Spring2015,2014_2015,FI 0190,,,Personal Finance,,,,,,
3018,2014.0,Fall,Fall2014,2014_2015,FI 0200,,,Global Capital Markets,,,,,,
3032,2014.0,Fall,Fall2014,2014_2015,FI 0210,,,Principles of Investment,,,,,,
3064,2014.0,Fall,Fall2014,2014_2015,FI 0215,,,Financial Management,,,,,,
3015,2015.0,Spring,Spring2015,2014_2015,FI 0240,,,International Finance,,,,,,
3102,2015.0,Spring,Spring2015,2014_2015,FI 0310,,,Portfolio Analysis,,,,,,
3092,2014.0,Fall,Fall2014,2014_2015,FI 0315,,,Futures and Options Markets,,,,,,
7291,2015.0,Spring,Spring2015,2014_2015,FI 0320,,,Financial Modeling,,,,,,
3076,2014.0,Fall,Fall2014,2014_2015,FI 0325,,,Real Estate Finance,,,,,,
3123,2015.0,Spring,Spring2015,2014_2015,FI 0330,,,Case Studies in Finance,,,,,,
2963,2014.0,Fall,Fall2014,2014_2015,FI 0398,,,Seminar in Finance: Financial Trading and Strategic Simulations,,,,,,
3116,2014.0,Fall,Fall2014,2014_2015,FI 0500,,,Shareholder Value,,,,,,
3063,2014.0,Fall,Fall2014,2014_2015,FI 0530,,,Corporate Finance,,,,,,
3031,2014.0,Fall,Fall2014,2014_2015,FI 0540,,,Investment Analysis,,,,,,
3074,2015.0,Spring,Spring2015,2014_2015,FI 0545,,,Portfolio Management,,,,,,
3133,2015.0,Spring,Spring2015,2014_2015,FI 0555,,,International Financial Management,,,,,,
1853,2015.0,Summer,Summer2015,2014_2015,FI 0560,,,Global Financial Markets and Institutions,,,,,,
3091,2014.0,Fall,Fall2014,2014_2015,FI 0565,,,Derivative Securities,,,,,,
3131,2014.0,Fall,Fall2014,2014_2015,FI 0570,,,Fixed Income Securities,,,,,,
3122,2015.0,Spring,Spring2015,2014_2015,FI 0575,,,Capital Budgeting,,,,,,
3113,2015.0,Summer,Summer2015,2014_2015,FI 0580,,,Financial Risk Management,,,,,,
3135,2014.0,Fall,Fall2014,2014_2015,FI 0585C,,,Seminar: Contemporary Topics in Finance: Trading,,,,,,
3105,2015.0,Spring,Spring2015,2014_2015,FI 0595,,,Research Methods in Finance,,,,,,
3236,2014.0,Fall,Fall2014,2014_2015,FR 0110,,,Elementary French I,,,,,,
3248,2015.0,Spring,Spring2015,2014_2015,FR 0111,,,Elementary French II,,,,,,
3239,2014.0,Fall,Fall2014,2014_2015,FR 0210,,,Intermediate French I,,,,,,
3250,2015.0,Spring,Spring2015,2014_2015,FR 0211,,,Intermediate French II,,,,,,
3238,2014.0,Fall,Fall2014,2014_2015,FR 0219,,,French Syntax and Expression,,,,,,
3251,2015.0,Spring,Spring2015,2014_2015,FR 0220,,,Topics in Language and Culture,,,,,,
3270,2015.0,Spring,Spring2015,2014_2015,FR 0305,,,French and Francophone Women Writers,,,,,,
4201,2014.0,Fall,Fall2014,2014_2015,FT 0099,,,Comprehensive Exam in Marriage and Family Therapy,,,,,,
4218,2014.0,Fall,Fall2014,2014_2015,FT 0433,,,Multicultural Issues in Counseling,,,,,,
1701,2014.0,Fall,Fall2014,2014_2015,FT 0447,,,Lifespan Human Development,,,,,,
7429,2015.0,Spring,Spring2015,2014_2015,FT 0450,,,Techniques of Narrative and Solution-Focused Therapy,,,,,,
1755,2014.0,Fall,Fall2014,2014_2015,FT 0465,,,Introduction to Substance Abuse and Addictions,,,,,,
4226,2014.0,Fall,Fall2014,2014_2015,FT 0525,,,"Divorce, Single-Parenting, and Remarriage",,,,,,
4239,2014.0,Fall,Fall2014,2014_2015,FT 0550,,,Introduction to Marriage and Family Therapy,,,,,,
4202,2014.0,Fall,Fall2014,2014_2015,FT 0552,,,Intervention in Structural and Strategic Family Therapy,,,,,,
4238,2014.0,Fall,Fall2014,2014_2015,FT 0553,,,Family Therapy Pre-Practicum,,,,,,
4207,2015.0,Spring,Spring2015,2014_2015,FT 0555,,,Foundations of Marital and Family Therapy,,,,,,
4256,2014.0,Fall,Fall2014,2014_2015,FT 0556,,,Research in Marriage and Family Therapy,,,,,,
4232,2015.0,Spring,Spring2015,2014_2015,FT 0559,,,Practicum in Family Therapy I,,,,,,
4233,2015.0,Spring,Spring2015,2014_2015,FT 0560,,,Practicum in Family Therapy II,,,,,,
4259,2015.0,Spring,Spring2015,2014_2015,FT 0561,,,Advanced Interventions in Family Therapy,,,,,,
4292,2014.0,Fall,Fall2014,2014_2015,FT 0562,,,Human Sexuality and Sexual Dysfunction,,,,,,
4315,2014.0,Fall,Fall2014,2014_2015,FT 0565,,,"Ethical, Legal, and Professional Issues in Family Therapy",,,,,,
4255,2014.0,Fall,Fall2014,2014_2015,FT 0567,,,Couples Therapy,,,,,,
4271,2015.0,Summer,Summer2015,2014_2015,FT 0568C,,,Special Topics: Therapy with LGBTQ Clients,,,,,,
4254,2014.0,Fall,Fall2014,2014_2015,FT 0569,,,Assessment Techniques in Marriage and Family Therapy,,,,,,
2905,2014.0,Fall,Fall2014,2014_2015,FTM 0010,,,"Introduction to Film, Television, and Media Arts",,,,,,
2919,2015.0,Spring,Spring2015,2014_2015,FTM 0011,,,"Lights, Camera, Audio",,,,,,
2930,2015.0,Spring,Spring2015,2014_2015,FTM 0101,,,American Cinema: History and Analysis,,,,,,
2931,2015.0,Spring,Spring2015,2014_2015,FTM 0102,,,American Television: History and Analysis,,,,,,
2922,2014.0,Fall,Fall2014,2014_2015,FTM 0103,,,World Cinema: Fiction,,,,,,
2911,2015.0,Spring,Spring2015,2014_2015,FTM 0104,,,World Cinema: Nonfiction,,,,,,
2939,2014.0,Fall,Fall2014,2014_2015,FTM 0105A,,,American Film: Decades - 1950s,,,,,,
2921,2014.0,Fall,Fall2014,2014_2015,FTM 0106B,,,Film Genres: The Horror Film,,,,,,
7084,2015.0,Summer,Summer2015,2014_2015,FTM 0106H,,,Film Genres: The Hollywood Musical,,,,,,
2942,2014.0,Fall,Fall2014,2014_2015,FTM 0107D,,,TV Genres: Reality TV,,,,,,
2932,2015.0,Spring,Spring2015,2014_2015,FTM 0107E,,,TV Genres: Comedy,,,,,,
1482,2014.0,Fall,Fall2014,2014_2015,FTM 0108,,,Sports Broadcasting,,,,,,
2912,2014.0,Fall,Fall2014,2014_2015,FTM 0120,,,Beginning Screenwriting for Film and Television,,,,,,
2907,2014.0,Fall,Fall2014,2014_2015,FTM 0130,,,Nonlinear Editing for Film and Television,,,,,,
2913,2014.0,Fall,Fall2014,2014_2015,FTM 0131,,,Introduction to Production,,,,,,
2944,2014.0,Fall,Fall2014,2014_2015,FTM 0205,,,Survey of Film Music: Hearing the Movies,,,,,,
1365,2015.0,Spring,Spring2015,2014_2015,FTM 0206,,,New Chinese Cinema,,,,,,
2904,2014.0,Fall,Fall2014,2014_2015,FTM 0231,,,Documentary Production,,,,,,
2918,2015.0,Spring,Spring2015,2014_2015,FTM 0234,,,Directing for Film,,,,,,
2960,2014.0,Fall,Fall2014,2014_2015,FTM 0235,,,Digital Motion Graphics,,,,,,
2952,2015.0,Spring,Spring2015,2014_2015,FTM 0236,,,Digital Audio Workstation,,,,,,
6918,2015.0,Spring,Spring2015,2014_2015,FTM 0237,,,Acting for the Camera,,,,,,
2914,2014.0,Fall,Fall2014,2014_2015,FTM 0310,,,Senior Capstone Seminar I,,,,,,
2920,2015.0,Spring,Spring2015,2014_2015,FTM 0311,,,Senior Capstone Seminar II,,,,,,
3331,2014.0,Fall,Fall2014,2014_2015,GM 0110,,,Elementary German I,,,,,,
3340,2015.0,Spring,Spring2015,2014_2015,GM 0111,,,Elementary German II,,,,,,
3332,2014.0,Fall,Fall2014,2014_2015,GM 0210,,,Intermediate German I,,,,,,
3342,2015.0,Spring,Spring2015,2014_2015,GM 0211,,,Intermediate German II,,,,,,
3333,2014.0,Fall,Fall2014,2014_2015,GM 0220,,,Topics in Language and Culture,,,,,,
3341,2015.0,Spring,Spring2015,2014_2015,GM 0241,,,German Cinema,,,,,,
1373,2014.0,Fall,Fall2014,2014_2015,GR 0111,,,Elementary Attic Greek,,,,,,
1391,2015.0,Spring,Spring2015,2014_2015,GR 0210,,,Intermediate Greek Readings I,,,,,,
3349,2014.0,Fall,Fall2014,2014_2015,HE 0110,,,Elementary Hebrew I,,,,,,
302,2014.0,Fall,Fall2014,2014_2015,HI 0010,,,Origins of the Modern World Since 1500,,,,,,
3468,2014.0,Fall,Fall2014,2014_2015,HI 0201,,,History of Western Science,,,,,,
3476,2015.0,Spring,Spring2015,2014_2015,HI 0202,,,"Health and Healing in America, 1650-1980: History of Western Medicine",,,,,,
7324,2015.0,Spring,Spring2015,2014_2015,HI 0205,,,Anti-Semitism: Medieval to Modern,,,,,,
3452,2014.0,Fall,Fall2014,2014_2015,HI 0212,,,Modern Germany: From Reich to Republic,,,,,,
3459,2015.0,Spring,Spring2015,2014_2015,HI 0213,,,In the Wake of Destruction: Europe Since World War II,,,,,,
3409,2014.0,Fall,Fall2014,2014_2015,HI 0215,,,Ireland: Middle Ages to Pres,,,,,,
3423,2015.0,Spring,Spring2015,2014_2015,HI 0216,,,Rise of the British Empire,,,,,,
1407,2014.0,Fall,Fall2014,2014_2015,HI 0223,,,"The Roman World in Late Antiquity, 284-642 AD",,,,,,
3388,2015.0,Summer,Summer2015,2014_2015,HI 0239,,,20th Century United States,,,,,,
8123,2015.0,Spring,Spring2015,2014_2015,HI 0244,,,"American Constitutional and Legal History II, 1900 to Present",,,,,,
3504,2014.0,Fall,Fall2014,2014_2015,HI 0245,,,Feminism in the United States,,,,,,
309,2015.0,Spring,Spring2015,2014_2015,HI 0246,,,Women and Gender in U.S. History,,,,,,
3368,2014.0,Fall,Fall2014,2014_2015,HI 0251,,,The American Century: The United States and the World Since 1900,,,,,,
326,2015.0,Spring,Spring2015,2014_2015,HI 0257,,,Who Built America? Working People in America,,,,,,
3501,2014.0,Fall,Fall2014,2014_2015,HI 0262,,,"African-American History, 1619 to 1865",,,,,,
3516,2015.0,Spring,Spring2015,2014_2015,HI 0263,,,Inventing Themselves: African-American Women in U.S. History,,,,,,
3532,2014.0,Fall,Fall2014,2014_2015,HI 0264,,,"African-American History, 1865 to Present",,,,,,
3379,2015.0,Spring,Spring2015,2014_2015,HI 0270,,,History of Global Humanitarian Action,,,,,,
2800,2015.0,Spring,Spring2015,2014_2015,HI 0273,,,History and Culture of Central and Eastern Europe Since 1945,,,,,,
3366,2014.0,Fall,Fall2014,2014_2015,HI 0274,,,Historical Perspectives on Contemporary Global Crises,,,,,,
3433,2014.0,Fall,Fall2014,2014_2015,HI 0280,,,The West and the Middle East,,,,,,
3365,2014.0,Fall,Fall2014,2014_2015,HI 0284,,,20th Century Russia,,,,,,
6972,2015.0,Spring,Spring2015,2014_2015,HI 0285,,,Modern China:1800 to Present,,,,,,
3403,2015.0,Spring,Spring2015,2014_2015,HI 0289,,,"Modern Latin America, 1800-Present",,,,,,
3534,2014.0,Fall,Fall2014,2014_2015,HI 0298,,,Historical Geography,,,,,,
3454,2014.0,Fall,Fall2014,2014_2015,HI 0303,,,What If? Alternate History and the Historical Imagination,,,,,,
3421,2015.0,Spring,Spring2015,2014_2015,HI 0315,,,Ireland Since the Famine,,,,,,
3503,2014.0,Fall,Fall2014,2014_2015,HI 0335,,,Civil War and Reconstruction,,,,,,
6971,2015.0,Spring,Spring2015,2014_2015,HI 0366,,,"Gender, Culture, and Representation: Women in China and Japan, 1600 to Present",,,,,,
3494,2014.0,Fall,Fall2014,2014_2015,HI 0372,,,Terrorism in History,,,,,,
3443,2015.0,Spring,Spring2015,2014_2015,HI 0373,,,History of North Africa Since 1700,,,,,,
2697,2014.0,Fall,Fall2014,2014_2015,HR 0100,,,Ideas Shape West(fulfillsEN11),,,,,,
2750,2015.0,Spring,Spring2015,2014_2015,HR 0101,,,Minds & Bodies (fulfills EN12),,,,,,
333,2014.0,Fall,Fall2014,2014_2015,HR 0200,,,Challenges to the Western Tradition,,,,,,
6973,2015.0,Spring,Spring2015,2014_2015,HR 0201,,,Non-Western Culture: The Rise of China,,,,,,
972,2014.0,Fall,Fall2014,2014_2015,HR 0202,,,Honors Seminar: Culinary Chemistry,,,,,,
521,2014.0,Fall,Fall2014,2014_2015,HR 0300,,,Interdisciplinary Inquiry: Global Caravan,,,,,,
3755,2014.0,Fall,Fall2014,2014_2015,IL 0050,,,"People, Places, and Global Issues",,,,,,
3758,2014.0,Fall,Fall2014,2014_2015,IL 0051,,,International Relations: Theories and Challenges,,,,,,
374,2014.0,Fall,Fall2014,2014_2015,IL 0052,,,Culture and Political Economy,,,,,,
7130,2015.0,Spring,Spring2015,2014_2015,IL 0053,,,Introduction to Economics,,,,,,
239,2014.0,Fall,Fall2014,2014_2015,IL 0150,,,International Operations of Non-Profits,,,,,,
3756,2014.0,Fall,Fall2014,2014_2015,IL 0151,,,"Gender, War, and Peace",,,,,,
3774,2015.0,Summer,Summer2015,2014_2015,IL 0197,,,United Nations Security Council Crisis Simulation,,,,,,
3767,2015.0,Spring,Spring2015,2014_2015,IL 0300,,,Senior Capstone Seminar,,,,,,
3698,2015.0,Summer,Summer2015,2014_2015,IN 0107,,,Color Design,,,,,,
7381,2015.0,Spring,Spring2015,2014_2015,IN 0109,,,CADD: Computer-Aided Design and Drafting,,,,,,
3682,2014.0,Fall,Fall2014,2014_2015,IN 0110,,,Interior Design I,,,,,,
8420,2015.0,Spring,Spring2015,2014_2015,IN 0111,,,Textiles for Interiors,,,,,,
3718,2014.0,Fall,Fall2014,2014_2015,IN 0113,,,History of Furniture I,,,,,,
8428,2015.0,Spring,Spring2015,2014_2015,IN 0117,,,History of Architecture and Interior Design,,,,,,
3725,2014.0,Fall,Fall2014,2014_2015,IN 0119,,,Drawing and Presentation,,,,,,
3731,2014.0,Fall,Fall2014,2014_2015,IN 0121,,,Sustainable Design,,,,,,
3703,2015.0,Summer,Summer2015,2014_2015,IN 0122,,,Rendering,,,,,,
3742,2015.0,Spring,Spring2015,2014_2015,IN 0211,,,Interior Design II,,,,,,
3729,2014.0,Fall,Fall2014,2014_2015,IN 0212,,,Interior Design III,,,,,,
3700,2015.0,Summer,Summer2015,2014_2015,IN 0215,,,Lighting for Interiors,,,,,,
8430,2015.0,Spring,Spring2015,2014_2015,IN 0216,,,Kitchen and Bath Design,,,,,,
3684,2014.0,Fall,Fall2014,2014_2015,IN 0220,,,Perspective Techniques,,,,,,
3680,2014.0,Fall,Fall2014,2014_2015,IN 0221,,,Business of Interior Design,,,,,,
3588,2014.0,Fall,Fall2014,2014_2015,IS 0100,,,Intro to Information Systems,,,,,,
